"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000100906"	-1.71664040247164	10.4706293926433	-4.58363745691988	0.000154853173404835	0.0451559667817491	0.929257403662416
"ENSG00000078246"	-1.58029685300704	8.33634919587051	-4.57503063113369	0.000158092333859477	0.0451559667817491	0.952747138164548
"ENSG00000187650"	3.48041663022438	0.448008731969791	4.56602090292751	0.000161556163598109	0.0451559667817491	0.510114977541964
"ENSG00000138030"	2.93838868297659	2.14661945784874	4.55455747046664	0.000166073889845916	0.0451559667817491	0.836159478771872
"ENSG00000149418"	2.32537086665111	3.79461700644278	4.54844662757219	0.000168533851637766	0.0451559667817491	0.889345420795683
"ENSG00000156136"	-2.27704744662024	5.40191640561539	-4.54517297905735	0.000169866716567869	0.0451559667817491	0.93453218471941
"ENSG00000274211"	-1.94413814385547	5.37572904178961	-4.54348387513593	0.000170558573867754	0.0451559667817491	0.939281061047943
"ENSG00000172687"	-2.15745541103011	6.82676370056805	-4.53859647196371	0.000172576452766885	0.0451559667817491	0.922334280213218
"ENSG00000136108"	-1.26216065067257	7.29778629596247	-4.53227915752811	0.000175220302117982	0.0451559667817491	0.881464073226761
"ENSG00000122674"	-1.59508544282311	7.75783880142351	-4.52734809393422	0.00017731225330399	0.0451559667817491	0.86611598924357
"ENSG00000171421"	2.68366608064488	3.63217861076756	4.52236838004214	0.000179450319009032	0.0451559667817491	0.80459991285176
"ENSG00000167112"	2.0820689207865	3.7887553247634	4.50921678541998	0.000185222419996897	0.0456503192836249	0.789962638320585
"ENSG00000151287"	2.25952188219939	6.51955331548282	4.50486295238917	0.000187174083986351	0.0456503192836249	0.826978959675586
"ENSG00000140153"	-1.66342759358706	7.70591013302138	-4.49205974791423	0.000193033817840953	0.0460228125821666	0.786426692624525
"ENSG00000007923"	1.51864435506509	4.49374538613524	4.48890112483154	0.000194507565949988	0.0460228125821666	0.812994355251896
"ENSG00000137731"	4.14393452585854	-2.58694340806466	4.47085653302626	0.000203146103216826	0.0473599290337698	-0.052973726541059
"ENSG00000267796"	4.45906468821373	-0.790585228208836	4.45460111908845	0.000211257484007572	0.0485021146489758	0.255680381213087
"ENSG00000134291"	1.7052761736988	4.8979476861696	4.44892769570797	0.000214164386893856	0.0485021146489758	0.730260419407319
"ENSG00000008083"	-1.29003373894535	9.30286226992143	-4.43077598961157	0.000223737242728843	0.0486874515723035	0.596925105806358
"ENSG00000139618"	-1.22807204212277	7.91707294804564	-4.41578711293263	0.000231964925842643	0.0486874515723035	0.594755473638718
"ENSG00000153574"	-1.81332581409271	7.64557314214797	-4.4144177943438	0.000232731536545708	0.0486874515723035	0.608465889970233
"ENSG00000122035"	-1.88773206987929	6.95583884020778	-4.41344403960996	0.00023327823711709	0.0486874515723035	0.630146148727635
"ENSG00000123416"	2.70170635121669	7.09953949077186	4.40905726995301	0.000235757142228964	0.0486874515723035	0.599728716040561
"ENSG00000177932"	4.71909226736219	-1.08205703361252	4.40450847394963	0.00023835551160111	0.0486874515723035	0.0408925994544012
"ENSG00000131475"	2.03226242416451	3.37844061580157	4.40287385225029	0.000239296240728583	0.0486874515723035	0.551368140434628
"ENSG00000205126"	-2.07401030860877	10.4033702222931	-4.40243018823755	0.000239552212366093	0.0486874515723035	0.512643590155303
"ENSG00000164162"	-1.91447337716619	6.60358580159815	-4.39128500564825	0.000246073282141252	0.0493797435669021	0.593228781473667
"ENSG00000115163"	-1.48638197831655	6.71686807029763	-4.36970271762329	0.000259211479878284	0.0513659948813805	0.536325126735337
"ENSG00000106245"	2.50100397464481	4.37800630255433	4.36065491493396	0.000264926375777172	0.051451568150011	0.505977133998421
"ENSG00000118197"	-2.1329618033126	7.35728362597462	-4.35876743647431	0.00026613439653699	0.051451568150011	0.497545726291023
"ENSG00000180884"	3.93383483445177	-2.95426981222404	4.3474432049118	0.000273498892469403	0.0522382884616559	-0.230634175405975
"ENSG00000169813"	-1.41602416783425	9.07461739942737	-4.32273197258974	0.000290285950672308	0.0539564704833551	0.357601469156871
"ENSG00000145365"	-1.30806204338575	7.05970514330894	-4.31986415305633	0.000292299798553253	0.0539564704833551	0.417551588520936
"ENSG00000272886"	-1.45121541140701	7.94749883057181	-4.31596835134822	0.000295057947092626	0.0539564704833551	0.375213903235694
"ENSG00000160282"	2.01560517576595	4.83578415940533	4.30817034209673	0.000300657306437354	0.0539564704833551	0.424932527941023
"ENSG00000205629"	2.00621738346791	6.45832337754731	4.30606125751822	0.000302189927480632	0.0539564704833551	0.378321134701167
"ENSG00000148019"	-1.83102205334021	8.00801508600296	-4.30399296719029	0.000303700499438668	0.0539564704833551	0.345373733183538
"ENSG00000157224"	-1.71641670097423	7.99453667027797	-4.29604515656526	0.000309575828618634	0.0539564704833551	0.32812674469244
"ENSG00000168002"	2.63372118653989	3.21472801146369	4.29584800729198	0.00030972300599163	0.0539564704833551	0.295654057729262
"ENSG00000153130"	-1.52010294020345	7.26279678768637	-4.26716753976504	0.000331897150930378	0.0567645449147473	0.293063981528389
"ENSG00000105443"	2.9788714779338	3.29238706689373	4.25662962182811	0.000340437607594192	0.0567645449147473	0.262819824071499
"ENSG00000173786"	1.70361635073272	3.65718608209799	4.25647596557214	0.000340563750598689	0.0567645449147473	0.286249457901578
"ENSG00000164751"	1.51193632624482	5.92072087322462	4.25501338950562	0.000341766784415194	0.0567645449147473	0.290708908081299
"ENSG00000189376"	2.17012361258254	4.44776341018781	4.24844158225989	0.00034722505326438	0.0567645449147473	0.290261765328087
"ENSG00000100151"	4.77930520552749	-1.27299362256661	4.24510935518194	0.000350025879779829	0.0567645449147473	-0.221993464019236
"ENSG00000268350"	4.81106209388574	-2.09647756683559	4.24231728871909	0.000352390072636964	0.0567645449147473	-0.362345943753652
"ENSG00000180098"	2.77006814253066	2.12965393554449	4.23838779775652	0.000355744454764336	0.0567645449147473	0.0638659117456077
"ENSG00000182481"	2.52784373509849	7.27168433462396	4.23568735506013	0.00035806815690877	0.0567645449147473	0.181009455970869
"ENSG00000105499"	1.64104915703823	4.34716848184619	4.22088910169279	0.000371073914843198	0.0574068252497048	0.228246666717999
"ENSG00000111144"	-1.68026620025619	7.7461260650899	-4.21850013010317	0.000373217333448525	0.0574068252497048	0.165472420353485
"ENSG00000103540"	-1.70905917462028	6.88623447560204	-4.21673538949377	0.000374808624993698	0.0574068252497048	0.185546343201921
"ENSG00000178307"	3.01817854020978	3.76578857750852	4.214752827859	0.000376604417206163	0.0574068252497048	0.21341532982014
"ENSG00000141452"	-1.592295861097	8.66917849458603	-4.20019946207363	0.000390052623726953	0.0578732796815357	0.0854612954965948
"ENSG00000138795"	-2.10837206167613	6.72302207791988	-4.19553359874783	0.000394464920459773	0.0578732796815357	0.147993969768343
"ENSG00000141570"	3.41811270833662	-0.482200926586099	4.18967575692616	0.000400075071367269	0.0578732796815357	-0.173356988646659
"ENSG00000146376"	-1.72821879108273	9.3237692968348	-4.18626990419185	0.000403373475668607	0.0578732796815357	0.0372994833096536
"ENSG00000119414"	-1.88917605817697	7.56205453332962	-4.18244360205023	0.000407111469081283	0.0578732796815357	0.0929566056404658
"ENSG00000162385"	-1.88778181975849	7.83866044118488	-4.17740581554822	0.000412085789999124	0.0578732796815357	0.0750091615781354
"ENSG00000092036"	-1.45243792625917	7.40722693585886	-4.17022031251166	0.000419285960723881	0.0578732796815357	0.0626220616376818
"ENSG00000160075"	1.5957989594011	4.78509044728025	4.16982633771059	0.000419684352050161	0.0578732796815357	0.124126726314938
"ENSG00000176105"	-1.72461679599723	8.16841542187311	-4.1673665739178	0.000422180249621772	0.0578732796815357	0.0220259451364271
"ENSG00000283149"	5.28033078103635	-2.56201891623002	4.16623238270744	0.000423336088235924	0.0578732796815357	-0.536810332467627
"ENSG00000169032"	-1.75336048482338	8.03376038640887	-4.163675027724	0.000425953858047632	0.0578732796815357	0.0279146807468473
"ENSG00000160213"	2.63088162681082	4.49448330465874	4.16289049769283	0.000426760156046347	0.0578732796815357	0.108826803103489
"ENSG00000109927"	-1.77052794430925	8.31919253076592	-4.16097408666034	0.000428736152755294	0.0578732796815357	0.00944360748245376
"ENSG00000278817"	5.02647310732431	-1.13294338795418	4.15819977268709	0.000431612917500586	0.0578732796815357	-0.308018143252149
"ENSG00000151131"	2.36498723853849	5.20547177328699	4.15470843419692	0.00043526057920783	0.0578732796815357	0.0889570205249965
"ENSG00000198546"	3.85208742208968	1.83779255580133	4.15203508968051	0.000438074406218651	0.0578732796815357	-0.0875119094191703
"ENSG00000185627"	3.78788562725314	1.84101132622335	4.14539949668083	0.000445137394193213	0.057939634363175	-0.0794919998362449
"ENSG00000137601"	-1.54637776318644	8.16354911823719	-4.14470208596585	0.000445886292329991	0.057939634363175	-0.0229790953945601
"ENSG00000171700"	4.9660942691869	-2.26073316778569	4.12986661626006	0.000462118198699309	0.0595606488128467	-0.512100533018622
"ENSG00000133316"	2.58723857154306	2.16029016674115	4.10890236122796	0.000486065616486629	0.0612725103572948	-0.145001290407914
"ENSG00000102054"	-1.41609024651071	10.0622941467466	-4.1065780337581	0.000488795750693198	0.0612725103572948	-0.162570743691393
"ENSG00000235109"	4.36646776740498	-0.68808917102754	4.10456279662271	0.000491175201307515	0.0612725103572948	-0.355649602796127
"ENSG00000074935"	-2.00898466221421	6.69721704755441	-4.10363725659557	0.000492271880404995	0.0612725103572948	-0.0513297423837598
"ENSG00000170633"	-1.57843031557679	10.2641009275229	-4.10157405913315	0.00049472537221559	0.0612725103572948	-0.181154657732689
"ENSG00000121210"	-1.47302890934236	8.91776772173485	-4.09206278125424	0.000506194460255479	0.0621962923653216	-0.173770477214069
"ENSG00000103051"	3.51358973155893	0.836179300219604	4.08627660613593	0.000513300921175561	0.0621962923653216	-0.251162095807382
"ENSG00000156531"	-1.26464238532752	6.55072639228319	-4.0787958996352	0.000522636128508149	0.0621962923653216	-0.119466507838286
"ENSG00000068745"	2.35064200075056	3.81932339488953	4.07730778717661	0.00052451322695443	0.0621962923653216	-0.110370852318624
"ENSG00000145248"	3.48079829146143	-2.42926792060099	4.06965804195258	0.000534269119428299	0.0621962923653216	-0.644843091092834
"ENSG00000141741"	2.80728266746108	1.87566591425456	4.06643213272273	0.000538437190221149	0.0621962923653216	-0.32004105856347
"ENSG00000135535"	-1.36136805409064	9.32104333434702	-4.06209173537389	0.000544096401693944	0.0621962923653216	-0.249753561504668
"ENSG00000137875"	-2.2416192416378	9.84078432028927	-4.06116515481476	0.000545312173279069	0.0621962923653216	-0.253650952830927
"ENSG00000181991"	1.85808189795268	3.52610086614532	4.05800629614538	0.000549477301649281	0.0621962923653216	-0.146658726413105
"ENSG00000111728"	1.84726871040042	5.17803256056369	4.05638871501956	0.000551622422619501	0.0621962923653216	-0.122675273257181
"ENSG00000161526"	2.34486975631001	4.37585481907359	4.05522269398222	0.000553173887681834	0.0621962923653216	-0.128714265050818
"ENSG00000149554"	-1.18781152762771	8.7502066769013	-4.05472846283055	0.000553832804265406	0.0621962923653216	-0.251275608312872
"ENSG00000170759"	-1.2620466483767	8.0541995317331	-4.05418204492983	0.000554562206865254	0.0621962923653216	-0.22702278014402
"ENSG00000141934"	2.49742480733886	1.40955225072198	4.04523058409451	0.0005666484521529	0.0621962923653216	-0.344187593228683
"ENSG00000184047"	2.20104482619262	4.18131226487744	4.04505394541937	0.000566889569606851	0.0621962923653216	-0.145265061318623
"ENSG00000197889"	3.27814551330625	-3.43125471857926	4.04437803046722	0.000567813158902829	0.0621962923653216	-0.771933889896332
"ENSG00000105146"	-1.75225492293626	6.17647353751288	-4.04201681643814	0.000571051362610656	0.0621962923653216	-0.174233606681578
"ENSG00000127774"	2.19800057866741	2.8114110374161	4.04074453580137	0.000572803802771523	0.0621962923653216	-0.248080376569512
"ENSG00000105793"	1.25177640833443	7.50776940847783	4.02424434109249	0.000596022035341721	0.0632581987579104	-0.302663993310211
"ENSG00000179958"	1.57724220422406	4.77562015854974	4.02387570881101	0.000596551314312236	0.0632581987579104	-0.193577847303198
"ENSG00000156273"	-1.2592941478357	8.40262213940099	-4.0233171752334	0.000597354143278525	0.0632581987579104	-0.319983321296688
"ENSG00000120669"	-1.30970168338887	8.55046851270349	-4.02142921690514	0.000600075838479717	0.0632581987579104	-0.315395292673969
"ENSG00000151239"	-1.53231698766258	7.89410708427757	-4.01973065547781	0.000602535041471297	0.0632581987579104	-0.299177942910797
"ENSG00000211456"	-1.29358811301434	7.7915039186993	-4.01305574795453	0.000612296596362692	0.0633382766041228	-0.317007976403279
"ENSG00000104221"	3.39977656842352	1.10524990273414	4.01080684396203	0.000615620761603957	0.0633382766041228	-0.362661633437416
"ENSG00000105447"	3.85917471784609	1.38599007253748	4.00781996049227	0.000620063528984592	0.0633382766041228	-0.40737532968536
"ENSG00000149089"	-1.97105875385095	5.0768427397491	-4.0055390385127	0.000623477697521648	0.0633382766041228	-0.232839567714607
"ENSG00000135040"	-1.38140326837945	8.30756368220178	-4.00385630229722	0.000626008460795582	0.0633382766041228	-0.3536863702904
"ENSG00000173812"	-1.52532767575226	9.59361603297773	-4.00302009345654	0.000627269881211586	0.0633382766041228	-0.388785238016247
"ENSG00000284713"	5.15521038864966	-0.510195612452275	3.9939445448781	0.000641124028977191	0.0641056608607592	-0.561580424446174
"ENSG00000134690"	-1.53099391842538	7.93670400047301	-3.99205639159972	0.000644044382874091	0.0641056608607592	-0.361113969461785
"ENSG00000119048"	1.99626672289709	5.52863784679111	3.98843347868538	0.000649684934062094	0.0641056608607592	-0.287078892710507
"ENSG00000102241"	-1.42799566906134	6.58051928053977	-3.98756479276605	0.000651044685459044	0.0641056608607592	-0.314619523890367
"ENSG00000273274"	1.89062485175216	3.47173771277471	3.97988870146703	0.000663183690735418	0.0648978459828925	-0.330550345535154
"ENSG00000186654"	3.17348708836321	0.220149588454554	3.97708019350266	0.000667681083274293	0.0649082155572649	-0.54003353172843
"ENSG00000159905"	3.76025864740869	-2.5975102589975	3.97233114317822	0.000675355039900864	0.0649082155572649	-0.848454687418323
"ENSG00000111145"	-1.61237041887187	5.79809376951492	-3.9721971669401	0.000675572798016067	0.0649082155572649	-0.31796895550656
"ENSG00000124092"	-1.43988201497552	5.37336751755342	-3.96847389431965	0.000681652414004735	0.064965831300875	-0.312862847850939
"ENSG00000157778"	2.03535463298465	3.54201438676728	3.96682116615666	0.000684368499794747	0.064965831300875	-0.345193313003926
"ENSG00000156875"	-1.45131996085938	8.26445175431609	-3.96356505580352	0.00068975108597337	0.0650870474162848	-0.442725008610354
"ENSG00000165863"	-1.48447532237106	6.36658902973678	-3.95185217255312	0.000709463510869652	0.0665510357267254	-0.397750397720302
"ENSG00000142867"	-1.76462660666322	6.47137936704026	-3.94664806771496	0.000718400498839768	0.066992959459452	-0.394897370388227
"ENSG00000136197"	3.38681246072525	0.644269374139804	3.94000901266267	0.000729964233460482	0.0672900599371867	-0.496394791308485
"ENSG00000224475"	5.08202075301765	-1.12124368512503	3.9367716102433	0.000735669928358467	0.0672900599371867	-0.717573963546285
"ENSG00000111790"	-1.48649852119725	6.66854076856931	-3.9337572001478	0.000741022428164725	0.0672900599371867	-0.438147566451001
"ENSG00000115241"	1.54057830849971	4.82548001520105	3.93018953811793	0.000747407295223694	0.0672900599371867	-0.400795406402677
"ENSG00000151962"	-1.24546225532592	7.7824300214855	-3.93000959405316	0.000747730775416766	0.0672900599371867	-0.506539076328059
"ENSG00000129197"	2.72907069545694	4.51894650161898	3.9288372469164	0.00074984167569632	0.0672900599371867	-0.394596653465898
"ENSG00000226191"	-2.0187506356014	5.96890332993616	-3.9196518538637	0.000766586772935513	0.0672900599371867	-0.436649601893921
"ENSG00000107130"	4.87301072539422	-2.03903917588303	3.91962574143929	0.000766634901550487	0.0672900599371867	-0.94743458481758
"ENSG00000180263"	-1.40275307429776	5.75894134964322	-3.91795088240935	0.000769728160731939	0.0672900599371867	-0.448582583899619
"ENSG00000196793"	4.03113026211296	-0.00589968547660564	3.9159818355292	0.000773380597595133	0.0672900599371867	-0.58761746218636
"ENSG00000113649"	-1.23283570022055	6.99887538397293	-3.91590464837095	0.000773524123979733	0.0672900599371867	-0.498248809214783
"ENSG00000196586"	-1.48755076834058	6.91186254771206	-3.91455431580674	0.000776039294172776	0.0672900599371867	-0.497089175578238
"ENSG00000197928"	-1.32328450305352	7.5374621748586	-3.91416465102853	0.000776766603703095	0.0672900599371867	-0.527279823420648
"ENSG00000147789"	2.3105802866534	1.58004933771121	3.90947895176649	0.000785565629445057	0.0676597540201646	-0.585081711754582
"ENSG00000131153"	2.2123237808589	7.57114159153098	3.89948990004153	0.000804655129899224	0.0676597540201646	-0.577453197500231
"ENSG00000073111"	-1.69369238644118	6.6166636909085	-3.89948877694662	0.000804657301853703	0.0676597540201646	-0.508240422462441
"ENSG00000138600"	-1.28789599421802	7.34982056737986	-3.89485717755435	0.00081366401615531	0.0676597540201646	-0.563569103644271
"ENSG00000100526"	4.43559263078159	-0.0487556892167206	3.89151339632551	0.000820228514715745	0.0676597540201646	-0.686874277745321
"ENSG00000064933"	-1.15765942459312	7.58886314337794	-3.89057120504552	0.000822087690936577	0.0676597540201646	-0.587580061153301
"ENSG00000100296"	2.4411577921324	1.0570838649371	3.89028566794011	0.000822651951233858	0.0676597540201646	-0.720518517817377
"ENSG00000113396"	-1.9797879460555	7.18731745010561	-3.88614454437492	0.00083087869968127	0.0676597540201646	-0.570469960422052
"ENSG00000177082"	2.57811246977828	1.65073220394001	3.88606988284748	0.000831027768624105	0.0676597540201646	-0.687157798056322
"ENSG00000099821"	4.53328916592073	-2.44414834800983	3.88470562224034	0.000833756322521995	0.0676597540201646	-0.992815618053716
"ENSG00000155096"	-1.27201676862579	7.11729386364233	-3.88358130938478	0.000836011653116945	0.0676597540201646	-0.579755019312064
"ENSG00000114503"	-1.27352080532907	6.54165225869966	-3.88347385646981	0.000836227516287981	0.0676597540201646	-0.545191106812995
"ENSG00000275851"	2.97428108401182	-0.42777595312698	3.88141084955927	0.000840382646507872	0.0676597540201646	-0.838438236680468
"ENSG00000155115"	2.42013220270341	5.02599671198297	3.88121140344401	0.000840785437581052	0.0676597540201646	-0.497403541561143
"ENSG00000112249"	-1.17447952401252	6.55867333182799	-3.87891332619191	0.000845440352015417	0.0676907368712142	-0.567132348417332
"ENSG00000138413"	-1.17394546506361	8.3696242930644	-3.87553618919295	0.000852327392484922	0.0678992268998164	-0.646721693304314
"ENSG00000178397"	-1.71021425323286	10.6290839264867	-3.87221167898899	0.000859161446840408	0.0681014320838049	-0.721120640619965
"ENSG00000284740"	3.82741755043199	-1.39564846675086	3.86646111869267	0.000871111145037016	0.0687050994142877	-0.915018855426691
"ENSG00000130165"	2.43965928222408	3.58408380369504	3.85806602883135	0.000888852645720664	0.0688673872185272	-0.54665405191144
"ENSG00000167799"	3.46156879150006	-3.5618177753742	3.85638827367185	0.000892440987664988	0.0688673872185272	-1.07835739215956
"ENSG00000285010"	-1.75649664919496	11.6830100670853	-3.85542247139349	0.000894513130223275	0.0688673872185272	-0.78003259077727
"ENSG00000285375"	-1.75649664919496	11.6830100670853	-3.85542247139349	0.000894513130223275	0.0688673872185272	-0.78003259077727
"ENSG00000168517"	3.76654836140196	-0.29635337762273	3.85524733102482	0.000894889406864101	0.0688673872185272	-0.74984527585964
"ENSG00000198862"	-1.63053158369923	7.4974910046924	-3.84246498563221	0.000922779103619306	0.0700147017901961	-0.692964287685768
"ENSG00000198668"	-1.3388460147883	10.1835158782098	-3.83910072157479	0.000930261643208833	0.0700147017901961	-0.778880449701187
"ENSG00000158201"	-1.38228045839429	6.77388861655346	-3.83849350947985	0.000931618547911949	0.0700147017901961	-0.661064559933123
"ENSG00000128951"	1.48748892963013	4.92041960377269	3.8376695206316	0.000933463008590778	0.0700147017901961	-0.60257080285929
"ENSG00000042088"	-1.20907188595461	8.29263961742709	-3.83753405573274	0.000933766586555879	0.0700147017901961	-0.728949743880891
"ENSG00000154102"	-1.90333626270469	6.57784168087046	-3.83640659746373	0.000936297027661741	0.0700147017901961	-0.640392870338377
"ENSG00000170089"	-1.33195909075792	7.19232080322816	-3.82499552269785	0.000962293172715778	0.0712264838612524	-0.712783875566792
"ENSG00000164828"	-1.34850349212557	8.47054652169027	-3.82437333650386	0.000963730980282219	0.0712264838612524	-0.7657187832436
"ENSG00000183569"	2.21512120713172	5.95926976996154	3.8226478470817	0.000967729548425608	0.0712264838612524	-0.701651608818479
"ENSG00000077152"	-1.62355868959244	8.0056005328893	-3.82146772716698	0.000970473759795025	0.0712264838612524	-0.740610593096521
"ENSG00000142751"	3.47907903699924	2.71372947706422	3.81639794419402	0.000982350793459217	0.0717659314687049	-0.679909330315946
"ENSG00000099968"	-1.38573184911976	7.44226794755446	-3.81008291186757	0.000997346556285535	0.0721926916996811	-0.761275131759518
"ENSG00000214324"	-2.06542476407349	10.0634626282921	-3.80843252996936	0.00100130278833866	0.0721926916996811	-0.849049120988374
"ENSG00000253313"	-1.76498863369861	6.83262287413443	-3.80767282371456	0.00100312914501321	0.0721926916996811	-0.721927683505784
"ENSG00000197006"	-1.56562471350383	8.04512820006075	-3.80535477000417	0.00100872222277167	0.0721926916996811	-0.791599223296919
